Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
23237,2045,Post-Singularity Transition,Pessimistic,Southeast Asia,Adult (36-50),Postgraduate,Finance,Analytical AI,24.4,46.43,55.29,60.88,45.7,61.51,44.33,63.93,70.16,62.18,65.01,54.1,46.02,50.24,40.47,Greater scientific discovery rates,Loss of deep reading habits; Reduced risk-taking in innovation,Cognitive Decline Risk
23238,2065,Symbiotic Intelligence Age,Neutral,Southeast Asia,Youth (18-25),Primary,Business,AGI-Adjacent Tools,34.9,66.39,70.57,62.1,73.6,70.3,66.21,69.64,65.62,57.47,75.09,60.07,51.75,64.42,56.25,Increased productivity for deep work; Augmented artistic expression,Memory atrophy from AI offloading; Job displacement anxiety; Emotional detachment from AI mediation,Positive Growth
23239,2037,Deep AI Dependency Era,Pessimistic,Europe,Elder (65+),Postgraduate,Law,Basic Assistants,18.3,41.0,55.76,66.22,72.12,44.97,55.72,60.42,84.02,75.89,59.5,75.23,41.53,51.02,44.0,Faster skill acquisition; Improved mental health support tools,Memory atrophy from AI offloading; Reduced independent thinking; Decreased self-confidence in decisions,Cognitive Decline Risk
23240,2050,Post-Singularity Transition,Mixed,North America,Adult (36-50),Postgraduate,Technology,Analytical AI,17.1,44.16,59.66,70.94,61.86,68.73,47.92,51.06,69.98,60.78,66.28,72.51,52.76,64.95,56.33,Real-time language and cultural bridging; Augmented artistic expression; Improved mental health support tools,Privacy erosion through behavioral data; Algorithmic bias reinforcement; Creativity homogenization,Stagnant / Moderate
23241,2024,Early AI Integration,Neutral,Southeast Asia,Adult (36-50),Primary,Entrepreneurship,None,8.7,11.54,59.1,63.58,66.81,70.6,53.46,50.9,77.58,61.86,55.53,55.02,25.26,69.25,62.47,Faster skill acquisition; Augmented artistic expression; Enhanced collaborative intelligence,Emotional detachment from AI mediation; Polarization through AI echo chambers; Over-reliance on AI outputs,Positive Growth
23242,2053,Cognitive Co-Evolution,Pessimistic,Oceania,Elder (65+),PhD/Research,Entrepreneurship,Analytical AI,29.9,55.44,49.48,50.8,51.02,43.55,35.57,42.84,57.19,46.46,62.89,49.76,63.16,58.2,35.72,Broader knowledge access; Improved mental health support tools,Algorithmic bias reinforcement; Over-reliance on AI outputs; Job displacement anxiety; Memory atrophy from AI offloading,Cognitive Decline Risk
23243,2072,Symbiotic Intelligence Age,Pessimistic,Middle East,Adult (36-50),Primary,Social Sciences,Full AGI Integration,42.3,81.0,46.58,45.96,39.37,44.23,42.16,30.73,57.68,35.2,69.98,36.72,89.68,46.34,36.77,Increased productivity for deep work; Real-time language and cultural bridging,Attention span deterioration; Decreased self-confidence in decisions; Polarization through AI echo chambers; Reduced independent thinking,Cognitive Decline Risk
23244,2048,Post-Singularity Transition,Mixed,Southeast Asia,Adult (36-50),Primary,Unemployed/Retired,Creative AI,27.2,41.64,70.28,65.69,71.98,70.86,20.57,80.46,67.21,60.12,60.98,57.87,37.87,50.94,41.01,Accelerated innovation cycles; Improved mental health support tools,Reduced risk-taking in innovation; Job displacement anxiety,Stagnant / Moderate
23245,2055,Cognitive Co-Evolution,Neutral,Southeast Asia,Senior (51-65),PhD/Research,Law,AGI-Adjacent Tools,23.5,54.82,68.07,66.27,73.02,65.93,67.45,63.42,67.23,66.94,71.48,64.05,57.03,58.59,57.75,Enhanced research capabilities,Decreased self-confidence in decisions,Positive Growth
23246,2041,Post-Singularity Transition,Mixed,Oceania,Young Adult (26-35),Secondary,Skilled Trades,Analytical AI,24.1,39.15,83.18,78.3,76.37,71.08,51.57,57.38,58.94,64.57,50.13,61.48,45.79,69.38,36.36,Enhanced emotional regulation through AI coaching; Real-time language and cultural bridging; Optimized problem-solving frameworks,Loss of deep reading habits; Over-reliance on AI outputs; Polarization through AI echo chambers,Stagnant / Moderate
23247,2037,Deep AI Dependency Era,Optimistic,Africa,Youth (18-25),Secondary,Creative Arts,Creative AI,12.3,23.43,66.11,71.73,62.1,64.38,61.79,65.23,75.63,68.19,56.42,64.25,33.74,73.12,48.56,Enhanced research capabilities; Enhanced emotional regulation through AI coaching,,Positive Growth
23248,2048,Post-Singularity Transition,Pessimistic,Oceania,Young Adult (26-35),Primary,Skilled Trades,Analytical AI,30.5,59.08,48.7,52.23,54.45,50.95,34.49,62.18,73.24,54.52,61.25,46.83,67.23,56.26,40.9,Optimized problem-solving frameworks,Loss of deep reading habits; Attention span deterioration; Reduced physical-world problem solving; Decreased self-confidence in decisions,Cognitive Decline Risk
23249,2059,Cognitive Co-Evolution,Mixed,East Asia,Young Adult (26-35),Secondary,Finance,Analytical AI,31.0,57.36,50.34,57.76,60.9,48.66,14.69,65.07,54.92,66.88,68.49,80.56,49.21,61.08,12.34,Greater scientific discovery rates; Faster skill acquisition; Real-time language and cultural bridging,Privacy erosion through behavioral data,Stagnant / Moderate
23250,2057,Cognitive Co-Evolution,Pessimistic,Middle East,Adult (36-50),Postgraduate,Science & Research,Multi-modal AI,33.9,70.22,47.99,56.24,46.45,59.26,51.13,63.21,49.53,50.09,75.98,38.52,73.55,46.01,32.58,Optimized problem-solving frameworks; Greater scientific discovery rates,Reduced tolerance for ambiguity; Digital addiction patterns,Cognitive Decline Risk
23251,2062,Symbiotic Intelligence Age,Mixed,North America,Senior (51-65),Undergraduate,Social Sciences,Multi-modal AI,30.3,67.41,54.76,72.3,56.91,44.91,61.71,46.69,46.7,68.76,74.15,55.14,65.7,59.64,35.03,Enhanced collaborative intelligence; Personalized learning pathways; Broader knowledge access,Decreased self-confidence in decisions; Polarization through AI echo chambers,Stagnant / Moderate
23252,2047,Post-Singularity Transition,Optimistic,South Asia,Young Adult (26-35),PhD/Research,Unemployed/Retired,Analytical AI,24.2,41.66,68.84,64.12,70.05,72.54,62.38,71.12,73.47,82.51,64.35,73.2,54.19,70.4,49.71,Enhanced emotional regulation through AI coaching; Better data-driven decisions; Faster medical diagnostics; Personalized learning pathways,Decreased self-confidence in decisions,Positive Growth
23253,2061,Symbiotic Intelligence Age,Mixed,Latin America,Adult (36-50),Secondary,Skilled Trades,Multi-modal AI,40.6,72.83,48.64,64.85,65.32,54.55,77.2,80.9,63.73,67.83,63.24,60.37,71.87,60.71,40.25,Enhanced emotional regulation through AI coaching; Increased productivity for deep work,Emotional detachment from AI mediation,Stagnant / Moderate
23254,2075,Symbiotic Intelligence Age,Pessimistic,North America,Senior (51-65),Postgraduate,Technology,Full AGI Integration,54.3,98.48,44.61,42.75,47.57,44.43,40.08,45.65,31.53,44.55,63.07,40.71,100,31.48,16.48,Better data-driven decisions; Improved mental health support tools,Reduced physical-world problem solving; Reduced independent thinking; Loss of deep reading habits,Cognitive Decline Risk
23255,2038,Deep AI Dependency Era,Optimistic,Southeast Asia,Adult (36-50),PhD/Research,Creative Arts,Basic Assistants,22.0,26.84,63.23,76.58,67.86,67.17,56.7,62.95,76.58,69.63,65.83,67.54,30.36,67.21,62.84,Personalized learning pathways; Increased productivity for deep work,Emotional detachment from AI mediation; Reduced risk-taking in innovation,Positive Growth
23256,2040,Deep AI Dependency Era,Mixed,Latin America,Adult (36-50),Secondary,Finance,Basic Assistants,13.2,26.95,81.4,79.04,52.13,66.21,32.51,54.81,83.76,70.25,57.46,54.68,30.59,59.61,30.22,Increased productivity for deep work,Reduced tolerance for ambiguity; Algorithmic bias reinforcement,Stagnant / Moderate
23257,2071,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Senior (51-65),PhD/Research,Business,AGI-Adjacent Tools,37.6,71.88,83.13,81.76,84.29,80.35,80.68,82.37,74.19,77.43,63.42,82.47,59.88,80.0,64.88,Personalized learning pathways; Increased productivity for deep work; Faster skill acquisition,Reduced tolerance for ambiguity,Positive Growth
23258,2049,Post-Singularity Transition,Optimistic,Oceania,Young Adult (26-35),Undergraduate,Finance,Multi-modal AI,25.7,42.95,68.96,69.15,87.02,67.17,65.72,68.1,75.2,71.7,66.86,68.34,45.3,69.92,56.48,Broader knowledge access; Optimized problem-solving frameworks,Over-reliance on AI outputs; Attention span deterioration,Positive Growth
23259,2038,Deep AI Dependency Era,Optimistic,Africa,Youth (18-25),Primary,Entrepreneurship,Creative AI,13.1,27.59,63.7,62.53,62.19,65.03,57.92,67.58,80.66,73.91,72.71,69.76,28.99,67.8,55.82,Improved accessibility for disabled individuals; Enhanced emotional regulation through AI coaching; Enhanced collaborative intelligence,,Stagnant / Moderate
23260,2046,Post-Singularity Transition,Neutral,Europe,Young Adult (26-35),Postgraduate,Education,Analytical AI,19.6,39.92,59.88,63.2,69.53,61.37,64.59,59.61,69.12,60.99,71.4,67.97,37.64,66.84,33.44,Enhanced emotional regulation through AI coaching; Faster medical diagnostics,Digital addiction patterns,Stagnant / Moderate
23261,2049,Post-Singularity Transition,Mixed,Latin America,Young Adult (26-35),PhD/Research,Engineering,Analytical AI,27.0,51.47,57.43,76.28,74.54,69.16,76.32,71.22,76.67,49.73,60.01,53.96,46.74,52.0,34.12,Augmented artistic expression; Optimized problem-solving frameworks,Emotional detachment from AI mediation; Reduced tolerance for ambiguity; Polarization through AI echo chambers,Stagnant / Moderate
23262,2047,Post-Singularity Transition,Optimistic,East Asia,Young Adult (26-35),Undergraduate,Technology,Multi-modal AI,25.6,46.04,79.52,75.1,75.09,60.33,63.85,83.13,72.93,85.46,73.44,77.95,43.69,77.06,50.07,Broader knowledge access; Improved accessibility for disabled individuals; Improved creative brainstorming,Existential anxiety from AI advancement,Positive Growth
23263,2055,Cognitive Co-Evolution,Pessimistic,North America,Adult (36-50),Postgraduate,Social Sciences,Multi-modal AI,34.2,62.38,32.58,52.49,50.79,56.01,32.55,42.29,64.26,46.74,62.24,63.68,69.22,62.43,27.2,,Polarization through AI echo chambers; Over-reliance on AI outputs; Reduced physical-world problem solving,Cognitive Decline Risk
23264,2031,AI-Augmented Society,Optimistic,North America,Youth (18-25),Undergraduate,Unemployed/Retired,None,6.9,16.06,62.98,62.94,60.47,60.25,47.47,56.87,77.44,63.69,49.84,60.47,33.45,66.47,48.73,Democratized access to expertise; Enhanced emotional regulation through AI coaching; Real-time language and cultural bridging,Reduced physical-world problem solving; Loss of deep reading habits,Stagnant / Moderate
23265,2066,Symbiotic Intelligence Age,Neutral,Southeast Asia,Adult (36-50),Postgraduate,Education,AGI-Adjacent Tools,32.6,67.17,74.57,65.21,82.67,71.42,72.46,68.32,54.64,69.13,67.63,61.59,67.85,61.29,68.12,Personalized learning pathways,Reduced risk-taking in innovation; Digital addiction patterns,Positive Growth
23266,2026,Early AI Integration,Optimistic,Middle East,Senior (51-65),PhD/Research,Skilled Trades,None,10.8,14.17,61.9,65.23,65.38,70.11,45.1,58.51,83.34,65.47,55.38,70.13,23.61,50.83,50.71,Accelerated innovation cycles; Broader knowledge access; Optimized problem-solving frameworks,Attention span deterioration; Decreased social bonding,Positive Growth
23267,2056,Cognitive Co-Evolution,Optimistic,Europe,Senior (51-65),Primary,Creative Arts,Analytical AI,27.4,51.04,68.52,74.66,77.11,76.91,72.19,70.13,78.5,73.65,71.86,68.06,55.01,77.32,52.36,Increased productivity for deep work; Faster skill acquisition; Augmented artistic expression,,Positive Growth
23268,2030,AI Mainstream Adoption,Optimistic,Southeast Asia,Adult (36-50),Primary,Unemployed/Retired,None,3.6,22.36,54.0,67.09,58.23,68.89,61.36,62.25,85.4,75.74,58.64,65.05,26.29,66.0,44.32,Democratized access to expertise; Optimized problem-solving frameworks; Real-time language and cultural bridging; Augmented artistic expression,,Stagnant / Moderate
23269,2028,AI Mainstream Adoption,Pessimistic,Oceania,Adult (36-50),Undergraduate,Skilled Trades,None,15.3,23.77,71.06,67.91,65.9,64.91,62.01,58.24,92.01,68.82,51.51,62.37,31.2,65.87,38.91,,Decreased social bonding; Reduced physical-world problem solving; Decreased self-confidence in decisions,Cognitive Decline Risk
23270,2052,Cognitive Co-Evolution,Mixed,Africa,Young Adult (26-35),Postgraduate,Social Sciences,Creative AI,21.3,50.05,60.35,57.57,91.68,61.48,73.27,75.78,75.28,53.3,68.8,60.63,45.71,71.22,44.99,Broader knowledge access; Accelerated innovation cycles,Creativity homogenization,Stagnant / Moderate
23271,2062,Symbiotic Intelligence Age,Pessimistic,Oceania,Adult (36-50),PhD/Research,Social Sciences,AGI-Adjacent Tools,32.4,72.69,43.98,36.55,44.72,33.55,34.52,49.91,60.56,56.13,71.54,46.96,69.75,37.74,34.73,Accelerated innovation cycles; Reduced cognitive load on repetitive tasks,Emotional detachment from AI mediation; Decreased self-confidence in decisions; Decreased social bonding,Cognitive Decline Risk
23272,2033,AI-Augmented Society,Optimistic,Oceania,Young Adult (26-35),Postgraduate,Social Sciences,None,8.6,22.8,61.89,63.7,78.51,69.85,68.47,68.74,87.03,70.89,53.32,60.7,33.41,60.14,56.76,Broader knowledge access; Improved mental health support tools; Augmented artistic expression,,Positive Growth
23273,2046,Post-Singularity Transition,Neutral,North America,Youth (18-25),Undergraduate,Technology,Multi-modal AI,24.4,41.91,68.97,56.61,72.16,61.06,56.31,65.34,72.62,55.96,75.74,69.86,54.47,66.04,52.3,Cross-domain creativity boosts,Decreased social bonding; Emotional detachment from AI mediation,Stagnant / Moderate
23274,2041,Post-Singularity Transition,Mixed,Middle East,Adult (36-50),Undergraduate,Law,Basic Assistants,23.9,42.72,78.26,69.07,67.75,72.38,68.09,51.54,61.61,62.34,71.34,60.53,34.04,56.46,48.6,Greater scientific discovery rates,Memory atrophy from AI offloading; Attention span deterioration,Stagnant / Moderate
23275,2037,Deep AI Dependency Era,Optimistic,South Asia,Young Adult (26-35),PhD/Research,Unemployed/Retired,Basic Assistants,12.4,23.46,63.68,65.68,65.88,71.01,60.27,70.66,74.74,72.67,51.37,70.34,22.66,60.55,58.77,Cross-domain creativity boosts; Real-time language and cultural bridging; Enhanced emotional regulation through AI coaching; Enhanced collaborative intelligence,Creativity homogenization; Attention span deterioration,Positive Growth
23276,2034,AI-Augmented Society,Optimistic,South Asia,Adult (36-50),Undergraduate,Entrepreneurship,None,6.7,20.42,64.33,71.15,62.24,58.12,65.09,62.28,89.91,66.8,45.19,65.69,19.98,58.87,47.39,Greater scientific discovery rates; Faster skill acquisition,Declining handwriting and manual skills; Decreased social bonding,Stagnant / Moderate
23277,2050,Post-Singularity Transition,Optimistic,North America,Elder (65+),Primary,Social Sciences,Analytical AI,18.3,47.4,70.8,81.25,78.45,74.08,68.46,78.42,80.0,71.31,61.47,68.93,48.67,70.23,61.03,Better data-driven decisions; Augmented artistic expression; Broader knowledge access,,Positive Growth
23278,2029,AI Mainstream Adoption,Neutral,Latin America,Adult (36-50),Undergraduate,Technology,None,7.0,17.29,70.04,62.46,67.94,57.43,57.78,56.45,79.39,64.68,54.33,63.49,21.88,65.93,28.51,Personalized learning pathways; Cross-domain creativity boosts; Faster skill acquisition,Reduced independent thinking; Polarization through AI echo chambers,Stagnant / Moderate
23279,2060,Cognitive Co-Evolution,Neutral,Africa,Senior (51-65),PhD/Research,Healthcare,Analytical AI,34.0,57.32,70.5,64.05,69.32,66.87,67.68,78.54,62.47,64.26,62.84,76.07,51.35,71.01,55.48,Faster skill acquisition,Emotional detachment from AI mediation,Positive Growth
23280,2035,AI-Augmented Society,Pessimistic,Africa,Elder (65+),Postgraduate,Entrepreneurship,None,26.1,37.4,56.72,51.05,64.97,62.15,46.76,53.93,72.09,64.84,69.31,58.98,39.88,65.8,44.15,Improved mental health support tools,Skill atrophy in non-AI domains; Job displacement anxiety; Memory atrophy from AI offloading; Reduced independent thinking,Cognitive Decline Risk
23281,2061,Symbiotic Intelligence Age,Optimistic,Middle East,Adult (36-50),PhD/Research,Skilled Trades,Multi-modal AI,27.7,59.54,69.08,65.83,82.52,77.89,88.83,84.68,73.19,83.05,68.75,72.49,55.89,73.17,58.7,Greater scientific discovery rates; Accelerated innovation cycles,Reduced risk-taking in innovation; Emotional detachment from AI mediation,Positive Growth
23282,2058,Cognitive Co-Evolution,Pessimistic,Southeast Asia,Young Adult (26-35),PhD/Research,Creative Arts,Analytical AI,30.2,74.73,40.52,43.36,44.85,43.21,37.59,59.17,59.04,49.04,68.65,45.1,75.55,46.66,26.09,Augmented artistic expression; Faster medical diagnostics,Reduced physical-world problem solving; Job displacement anxiety; Reduced tolerance for ambiguity; Emotional detachment from AI mediation,Cognitive Decline Risk
23283,2068,Symbiotic Intelligence Age,Mixed,Africa,Senior (51-65),Undergraduate,Science & Research,AGI-Adjacent Tools,28.6,61.98,49.08,59.83,70.2,56.02,53.89,43.2,66.57,75.91,74.98,71.7,59.61,58.96,46.06,Faster skill acquisition; Real-time language and cultural bridging; Enhanced research capabilities,Memory atrophy from AI offloading,Stagnant / Moderate
23284,2041,Post-Singularity Transition,Optimistic,Southeast Asia,Youth (18-25),Postgraduate,Science & Research,Creative AI,13.2,36.95,49.27,66.98,68.82,72.38,66.53,65.38,82.8,74.43,63.94,68.44,45.78,68.21,56.28,Enhanced collaborative intelligence; Improved accessibility for disabled individuals; Faster skill acquisition,Loss of deep reading habits,Stagnant / Moderate
23285,2054,Cognitive Co-Evolution,Mixed,North America,Young Adult (26-35),Secondary,Social Sciences,Multi-modal AI,32.0,45.31,60.07,71.2,36.77,63.63,50.88,47.16,59.22,59.46,64.77,59.45,56.5,65.11,23.36,Accelerated innovation cycles; Faster medical diagnostics,Loss of deep reading habits; Memory atrophy from AI offloading; Attention span deterioration,Stagnant / Moderate
