Clothing_ID,Clothing_Name,Native_Name,Country,Region,Ethnic_Group,Garment_Type,Clothing_Category,Historical_Period,Primary_Fabric,Secondary_Fabric,Weaving_Technique,Embroidery_Type,Dominant_Colors,Occasion_Used,Religious_Significance,Traditional_Accessories,Climate_Adaptation,Cultural_Symbolism,Modern_Fashion_Influence,Endangered_Tradition_Status,Visual_Vibrancy_Score,Historical_Depth_Score
TG-30496,Taovala Mat Skirt,Taovala Mat Skirt,Tonga,Pacific Islands,Tongan,Saree,Warrior,Ottoman Era,Pandanus mat,Cotton lining,Twill,Hardanger embroidery,"Black geometric, White",Royal Coronation,Confucian social hierarchy,Bone comb,Island Maritime,Tongan anga faka-Tonga custom and noble tapu sacred rank,Low,N/A,9,10
TG-30497,Gat Hat,Gat Hat,South Korea,East Asia,Joseon Korean,Ceremonial Robe,Daily,Joseon Dynasty 1392-1897,Ramie,Cotton lining,Batik wax resist,None,"White, Pale Blue",Chuseok Harvest,Confucian social hierarchy,Jade ring,Mediterranean,Confucian decorum and Joseon dynastic elegance,Low,Active,3,6
TG-30498,Hanbok Jeogori,Hanbok Jeogori,South Korea,East Asia,Joseon Korean,Coat,Ceremonial,Medieval 1000-1400 CE,Silk,None,Plain weave,Mola reverse applique,"Red, Pink, White",Wedding,Hindu cosmic order and divine kingship,Binyeo pin,Equatorial Rainforest,Confucian decorum and Joseon dynastic elegance,None,Reviving,6,9
TG-30499,Chima Skirt,Chima Skirt,South Korea,East Asia,Joseon Korean,Blouse,Festival,Medieval 1000-1400 CE,Silk,None,Kente strip loom,Tibetan couching,"Red, White",Wedding,Confucianism-Buddhism,Norigae pendant,Island Maritime,Confucian decorum and Joseon dynastic elegance,Low,Active,5,10
TG-30500,Dopo Robe,,South Korea,East Asia,Joseon Korean,Parka,Footwear,Meiji Period,Unknown,Ramie,Narrow strip loom,Needlepoint,"Red, White",Chuseok Harvest,Yoruba Orisha devotion,Norigae pendant,Hot Desert,Confucian decorum and Joseon dynastic elegance,Very High,Active,9,10
TG-30501,Mirror Work Odhani,Mirror Work Odhani,India,South Asia,Banjara,Dance Costume,Headwear,19th Century,Wool,None,Backstrap loom,Satin stitch,"Cobalt Blue, Brilliant Red, Orange",Daily Nomadic,Shinto nature kami,Nose chain,Cold Alpine,Banjara nomadic trade route identity and goddess worship,Medium,Extinct,3,3
TG-30502,Ceremonial Chest Piece,Ceremonial Chest Piece,India,South Asia,Naga,Tunic,Warrior,Pre-Contact-Present,Cane fiber,None,Kente strip loom,Suzani chain stitch,Not Documented,Hornbill Festival,Australian Dreaming ancestors,N/A,Temperate Maritime,Naga warrior head-taking tradition and clan feast of merit,High,Active,5,6
TG-30503,Putkuli Shawl,Putkuli Shawl,India,South Asia,Toda,Tunic,Ceremonial,Contemporary,Hand-spun cotton,Hand-spun cotton,Floor loom,Suzani chain stitch,"Red geometric, Black",Funeral,Yoruba Orisha devotion,Grain ear headdress,Tropical Dry Savanna,Toda sacred buffalo worship and Nilgiri hill identity,None,Active,2,7
TG-30504,Toda Embroidered Cloth,Toda Embroidered Cloth,India,South Asia,Toda,Gown,Court,Early Medieval 500-1000 CE,Buffalo milk white cotton,Hand-spun cotton,Ndop resist,,,Buffalo Dairy Ritual,Maasai Engai sky god,Shell bracelet,Subtropical Monsoon,Toda sacred buffalo worship and Nilgiri hill identity,Very High,Endangered,8,10
TG-30505,Pirahan Tunban,Pirahan Tunban,Afghanistan,Middle East,Hazara,N/A,Bridal,Iron Age,Silk,None,Felt pressing,Hardanger embroidery,"Red, Gold",Daily,Shamanic world tree and axis mundi,Embroidered belt,Temperate Maritime,,High,Extinct,2,6
TG-30506,Mansaf Feast Robe,Mansaf Feast Robe,Jordan,Middle East,Bedouin,Blouse,Footwear,,Linen,Silk thread,Inkle loom,Palestinian tatreez,"Red, White, Gold",Desert Gathering,Islam,Eye amulet,Cold Continental,Bedouin desert hospitality honor and tribal sharaf identity,None,Active,4,1
TG-30507,Thob Embroidered Dress,Not Documented,Jordan,Middle East,Bedouin,Apron,Accessory,Timurid Era,Wool,Cotton lining,Supplementary weft,Drawn thread,"Black, Red",Mansaf Feast,Aztec solar deity,N/A,Arctic Tundra,Bedouin desert hospitality honor and tribal sharaf identity,Low,Active,7,2
TG-30508,Fallahi Village Dress,Fallahi Village Dress,Palestine,Middle East,Palestinian,Loincloth,Religious,Not Documented,Cotton,Linen,Twined weaving,Whitework,"White, Blue",Daily Village,Taoist cosmic balance,Embroidered belt,Cold Alpine,Palestinian tatreez embroidery as national memory and resistance,Low,Active,4,1
TG-30509,Sitara Veil,Unknown,Yemen,Middle East,Yemeni,Scarf,Royal,Early Modern 1400-1700,Brocade,None,Felt pressing,Sequin applique,"Indigo, Crimson",Eid,Islam-Sufi,Janbiya dagger,Hot Desert,Yemeni Sabaean ancient kingdom heritage and Sufi devotion,Very High,Active,1,3
TG-30510,Janbiya Belt Outfit,Janbiya Belt Outfit,Yemen,Middle East,Yemeni,Ritual Costume,Daily,Renaissance,Cotton,Silk thread,Plain weave,N/A,"Black, Crimson, Indigo",Wedding,Maasai Engai sky god,N/A,High Altitude Cold,Unknown,Low,Active,1,10
TG-30511,Chokha Coat,Unknown,Georgia,Europe,Georgian,Tunic,Innerwear,Pre-Columbian,Wool,,Drawloom,Phulkari bagh stitch,"Cobalt Blue, Black",Royal Court,Not Documented,Wine drinking horn,Subarctic,Georgian Orthodox faith and ancient Kartvelian warrior heritage,High,Reviving,2,1
TG-30512,Arkaluk Jacket,Arkaluk Jacket,Armenia,Europe,Armenian,Shirt,Ritual,Mughal Period,Wool,Silk thread,Not Documented,Mirror work shisha,"Black, Dark Blue, Gold",Not Documented,Taoist cosmic balance,Coral necklace,Temperate Maritime,Armenian apostolic faith and ancient Urartu highland heritage,Very High,Endangered,9,4
TG-30513,Embroidered Apron,Embroidered Apron,Armenia,Europe,Armenian,Festival Costume,Footwear,Baroque,Velvet,Cotton,Screen printing,Sequin applique,"Dark Blue, Gold, Black",Genocide Memorial,None,Silver cross pendant,High Altitude Cold,Unknown,Very High,Active,10,8
TG-30514,Veil Headdress,Veil Headdress,Armenia,Europe,Armenian,Trousers,Ceremonial,Pre-Columbian,Velvet,Cotton,Narrow strip loom,,"Crimson, Dark Blue, Gold",Easter,None,Silver cross pendant,Tropical Highland,Armenian apostolic faith and ancient Urartu highland heritage,Low,Extinct,2,7
TG-30515,Kurta,N/A,Tajikistan,Central Asia,Tajik,Ceremonial Robe,,Samanid Empire-Present,Ikat silk,Cotton lining,Ikat,Needle lace,"Crimson, Navy",Eid,None,Silver necklace,Hot Desert,Tajik Persian literary heritage and Silk Road artisan identity,None,Active,1,10
TG-30516,Doppi Cap,Doppi Cap,Tajikistan,Central Asia,Tajik,Shirt,Tribal,,Ikat silk,Brocade,Felt pressing,Mirror work shisha,"Crimson, Emerald, Gold",Eid,Australian Dreaming ancestors,Silk sash,Mediterranean,Tajik Persian literary heritage and Silk Road artisan identity,Very High,Extinct,2,9
TG-30517,Embroidered Jacket,,Tajikistan,Central Asia,Tajik,Sarong,Religious,Viking Age,Brocade,None,Shibori,Reverse applique,"Crimson, Navy, Gold",Daily,Islamic modesty and geometric pattern,Doppi cap,Continental Mountain,Not Documented,None,Active,6,9
TG-30518,Kalpak Felt Hat,Not Documented,Kyrgyzstan,Central Asia,Kyrgyz,Not Documented,Court,Silk Road Era,Wool,Silk thread,Tapestry weave,Aari hook stitch,"Red, Gold, Black",Equestrian Game,Tengrism-Islam,Kalpak hat,Island Maritime,Kyrgyz Epic of Manas nomadic heroism and Tengrism heritage,None,Extinct,8,10
TG-30519,Shokulo Hat,Shokulo Hat,Kyrgyzstan,Central Asia,Kyrgyz,Sash,Accessory,Meiji Period,Felt,None,Supplementary weft,None,"White, Red, Black",Equestrian Game,None,Kalpak hat,Cold Alpine,Kyrgyz Epic of Manas nomadic heroism and Tengrism heritage,Low,Active,2,4
TG-30520,Kepe Embroidered Coat,Kepe Embroidered Coat,Kyrgyzstan,Central Asia,Kyrgyz,Apron,Daily,Contemporary,Felt,Cotton,Screen printing,Zardozi goldwork,"Black, Gold, White",Equestrian Game,Taoist cosmic balance,Unknown,High Altitude Cold,Kyrgyz Epic of Manas nomadic heroism and Tengrism heritage,Low,Active,9,7
TG-30521,Ichigi Boots Outfit,Not Documented,Kyrgyzstan,Central Asia,Kyrgyz,Headdress,Daily,Pre-Columbian,Wool,Silk,Twill,Needlepoint,"Gold, White",Manas Epic Festival,None,Embroidered belt,Continental Steppe,Kyrgyz Epic of Manas nomadic heroism and Tengrism heritage,,Active,4,5
TG-30522,Kurte Dress,Kurte Dress,Turkmenistan,Central Asia,Turkmen,Warrior Attire,Warrior,Ancient (pre-500 CE),Velvet,Cotton,Screen printing,Tibetan couching,"Gold, White, Dark Red",Unknown,Islam-Tengrism,Silver headdress egme,N/A,Turkmen carpet weaving heritage and tribal oymak lineage,None,Reviving,6,5
TG-30523,Kemar Belt Outfit,Kemar Belt Outfit,Turkmenistan,Central Asia,Turkmen,Scarf,Tribal,Timurid-Present,Velvet,Cotton,Hand spinning,Goldwork couching,"White, Dark Red",Daily,,Not Documented,,Turkmen carpet weaving heritage and tribal oymak lineage,Very High,Endangered,9,10
TG-30524,Chust Robe,Chust Robe,Azerbaijan,Middle East,Azerbaijani,Sarong,Warrior,Qing Dynasty,Velvet,Velvet,Twill,Cross-stitch,"Indigo, Crimson",Novruz,Maya Ixchel moon goddess,Belt,Hot Semi-Arid,Azerbaijani Zoroastrian fire heritage and Safavid court culture,Low,Active,5,2
TG-30525,Kelagayi Silk Scarf,Kelagayi Silk Scarf,Azerbaijan,Middle East,Azerbaijani,Crown,Ceremonial,Mughal Period,Cotton,,Batik wax resist,Satin stitch,"Indigo, Gold, Crimson",Novruz,Shinto nature kami,Silver necklace,Tropical Highland,Azerbaijani Zoroastrian fire heritage and Safavid court culture,None,Active,7,10
TG-30526,Isigolwani Beaded Robe,,Zimbabwe,Southern Africa,Ndebele,Kaftan,Accessory,Silk Road Era,Brass rings,None,Twill,Mola reverse applique,"Geometric multicolor, Black",Coming-of-Age,Hindu cosmic order and divine kingship,Leg hoops,Not Documented,Ndebele geometric mural art and female identity marking,Low,Endangered,10,5
TG-30527,Fugu Smock,,Burkina Faso,West Africa,Mossi,Vest,Court,Early 20th Century,Fugu handwoven cotton,Silk thread,Drawloom,Smocking,,Harvest,None,Chief staff,Hot Savanna,Mossi naaba chieftaincy and Burkina artisan weaving heritage,Low,Active,7,1
TG-30528,Lamba Silk Wrap,,Madagascar,East Africa,Merina,Hat,Ceremonial,Meiji Period,Cotton,Bark cloth,Supplementary weft,None,"Red, Natural tan, Cream",Famadihana Turning of Bones,Unknown,Cattle horn amulet,Equatorial Rainforest,Merina Highland royalty and Famadihana ancestor veneration,None,Reviving,8,9
TG-30529,Antaimoro Woven Dress,Antaimoro Woven Dress,Madagascar,East Africa,Merina,Cloak,N/A,Timurid Era,Raffia,,Twined weaving,Needle lace,"Red, Cream",Famadihana Turning of Bones,Shinto nature kami,Cattle horn amulet,Equatorial Rainforest,Merina Highland royalty and Famadihana ancestor veneration,Medium,Extinct,6,8
TG-30530,Lamba Mena Funeral Cloth,Lamba Mena Funeral Cloth,Madagascar,East Africa,Merina,Tunic,Bridal,Renaissance,Raffia,Bark cloth,N/A,Cross-stitch,"Red, White, Cream",Famadihana Turning of Bones,Hindu cosmic order and divine kingship,Silver crown,N/A,Merina Highland royalty and Famadihana ancestor veneration,Low,Unknown,7,4
TG-30531,Loincloth Kitamby,Unknown,Madagascar,East Africa,Merina,Armor Suit,Headwear,18th Century,Cotton,Bark cloth,,Kantha running stitch,"Red, White",Daily,None,Lamba shoulder wrap,Temperate Maritime,Merina Highland royalty and Famadihana ancestor veneration,Low,Active,4,1
TG-30532,Leather Apron,Leather Apron,Lesotho,Southern Africa,Basotho,Tunic,Footwear,Medieval 1000-1400 CE,Cotton,Wool blanket,Plain weave,Not Documented,"Brown, Cream",National Day,Shamanic world tree and axis mundi,Blanket pin,Continental Steppe,Basotho mountain independence and Lesotho national blanket identity,Low,Reviving,6,2
TG-30533,Mahabub Veil,,Eritrea,East Africa,Tigrinya,Body Wrap,Court,Early 20th Century,Silk,Tibeb,Mud cloth bogolanfini,Phulkari bagh stitch,"Green, Red border",Eid,Shamanic world tree and axis mundi,Silver cross,Tropical Highland,Tigrinya Axumite heritage and Red Sea trade identity,None,Reviving,4,6
TG-30534,Jano Silk Robe,Jano Silk Robe,Eritrea,East Africa,Tigrinya,Scarf,Footwear,Timurid Era,Cotton,Woven linen,Naalbinding,Satin stitch,"Green, Red border, White",Eid,N/A,Gold necklace,Hot Desert,Tigrinya Axumite heritage and Red Sea trade identity,Low,Active,3,9
TG-30535,Garbasaar Veil,N/A,Somalia,East Africa,Somali,Shawl,Daily,18th Century,Silk,Chiffon,Screen printing,Crewelwork,"Multicolor floral, White",Graduation,Andean Pachamama earth spirit,Unknown,Tropical Humid,Somali camel herding heritage and ancient Indian Ocean trade,Low,Active,6,10
TG-30536,Guntiino Wrap,Guntiino Wrap,Somalia,Not Documented,Somali,Kilt,Religious,Early 20th Century,Satin,Silk thread,Knotted pile,Phulkari bagh stitch,"Gold, Multicolor floral, Bright Blue",Graduation,Hindu cosmic order and divine kingship,Gold necklace,Arctic Tundra,Somali camel herding heritage and ancient Indian Ocean trade,None,Endangered,2,5
TG-30537,Dirac Dress,Not Documented,Somalia,East Africa,Somali,Kilt,Accessory,Victorian,Chiffon,None,Hand spinning,Reverse applique,"White, Gold, Multicolor floral",Daily,None,Gold necklace,Subarctic,,None,Endangered,6,10
TG-30538,Ibisage Headwrap,Ibisage Headwrap,Rwanda,Central Africa,Rwandan,Parka,Warrior,Post-Colonial Modern,Satin,Silk,Twill,Tibetan couching,"Gold, White",Independence Day,Aztec solar deity,Intore headdress,Mountain Desert,Rwandan ubwenge wisdom and Imana divine heritage,Low,Active,6,4
TG-30539,Beaded Apron,Beaded Apron,Botswana,Southern Africa,San Bushmen,Blouse,Ceremonial,Colonial Era 1500-1900,Bark,,Naalbinding,Hardanger embroidery,"Tan, Red, Ochre",Hunting Season,Australian Dreaming ancestors,Digging stick,Subtropical Monsoon,San Bushmen First People Kalahari and trance healing dance,Very High,Active,1,2
TG-30540,Kaross Hide Cloak,N/A,Botswana,Southern Africa,San Bushmen,Hat,Daily,Victorian,Bark,Plant fiber,Sprang,Mirror work shisha,"Tan, Ochre, White",Coming-of-Age,Christian faith and saint veneration,Face paint,Tropical Highland,San Bushmen First People Kalahari and trance healing dance,Low,Reviving,7,2
TG-30541,Matching Fabric Outfit,Matching Fabric Outfit,Namibia,Southern Africa,Not Documented,Loincloth,Festival,Renaissance,Velvet,None,Brocade,Zardozi goldwork,"Bright solids, White, Navy",Herero Day August 26,Australian Dreaming ancestors,Long gloves,Subarctic,Herero resistance identity and Victorian-colonial fusion heritage,Low,Active,5,3
TG-30542,Victorian Dress Otjikaiva,Unknown,Namibia,Southern Africa,Herero,Warrior Attire,Ritual,19th Century,Velvet,Wool,Batik wax resist,Needle lace,"Bright solids, Navy",Wedding,Zoroastrian fire and purity,Ekori cow horn hat,Equatorial Rainforest,Herero resistance identity and Victorian-colonial fusion heritage,None,Active,2,7
TG-30543,Headdress Ekori,Headdress Ekori,Namibia,Southern Africa,N/A,Veil,,Medieval 1000-1400 CE,Printed fabric,Printed fabric,Plain weave,None,"Victorian pastels, Navy",Herero Day August 26,Animist spirit world connection,Ekori cow horn hat,Temperate Maritime,Herero resistance identity and Victorian-colonial fusion heritage,Very High,Endangered,6,2
TG-30544,Cape Dress,Cape Dress,Namibia,Southern Africa,Herero,Dress,Daily,Contemporary,Velvet,Printed fabric,Brocade,Blackwork,"Bright solids, Navy",Herero Day August 26,,Ekori cow horn hat,Cold Continental,Herero resistance identity and Victorian-colonial fusion heritage,High,Active,3,5
TG-30545,Kanzu White Robe,Kanzu White Robe,Uganda,East Africa,Baganda,Parka,Accessory,Enlightenment Era,Cotton,Wax print,Tapestry weave,Mirror work shisha,,Burial Ceremony,Taoist cosmic balance,Beaded belt,Temperate Maritime,Buganda Kingdom hierarchy and Kintu founding myth identity,Low,Active,8,1
TG-30546,Bark Cloth Robe,Bark Cloth Robe,Uganda,East Africa,Baganda,Hat,Headwear,Mughal Period,Silk,Silk thread,Block printing,Phulkari bagh stitch,"Gomesi prints, White",Wedding,Buddhist merit and dharma symbolism,Bark cloth sash,Temperate Maritime,Buganda Kingdom hierarchy and Kintu founding myth identity,None,Reviving,9,6
TG-30547,Sash of Rank,Sash of Rank,Uganda,East Africa,Baganda,Dress,Court,Not Documented,Bark cloth,Cotton lining,Plain weave,Hardanger embroidery,"Gomesi prints, White",Daily,Buddhist merit and dharma symbolism,Bark cloth sash,Mountain Desert,Buganda Kingdom hierarchy and Kintu founding myth identity,None,Endangered,8,8
TG-30548,Gomesi Dress,Gomesi Dress,Uganda,East Africa,Baganda,Bridal Ensemble,Ceremonial,Viking Age,Wax print,Cotton,Tablet weaving,Crewelwork,"Gomesi prints, Brown bark, White",Daily,Confucian social hierarchy,Kiganda necklace,Island Maritime,Buganda Kingdom hierarchy and Kintu founding myth identity,Low,Endangered,10,6
TG-30549,Sherwani,Sherwani,India,South Asia,Rajput,Gown,Festival,Ancient (pre-500 CE),Cotton,Silk,Shibori,Hardanger embroidery,"Saffron, Crimson, Gold",Wedding,Shamanic world tree and axis mundi,Kundan Necklace,Equatorial Rainforest,Royal lineage and clan identity,None,Extinct,8,9
TG-30550,Pagri Turban,N/A,India,South Asia,Rajput,Wrap Skirt,Royal,Silk Road Era,Chanderi,Unknown,Supplementary weft,Mirror work shisha,"Saffron, Crimson, Gold",Wedding,,Kundan Necklace,Tropical Humid,Unknown,Low,Active,10,9
TG-30551,,Veshti,India,South Asia,Tamil Brahmin,Shirt,Ceremonial,Ancient-Present,Kanjivaram Silk,Tissue Silk,Hand spinning,Cutwork,"Red, Temple Gold",Wedding,Maya Ixchel moon goddess,Pottu,Tropical Humid,Vedic ritual purity and auspiciousness,High,Endangered,9,2
TG-30552,Pavadai Sattai,Pavadai Sattai,India,South Asia,Tamil Brahmin,Dance Costume,Outerwear,Early 20th Century,Cotton,Tissue Silk,N/A,Crewelwork,"Temple Gold, Green, Peacock Blue",Wedding,Zoroastrian fire and purity,Ear studs,Subtropical Monsoon,Vedic ritual purity and auspiciousness,Low,Active,3,8
TG-30553,Panchakacham,Panchakacham,India,South Asia,Tamil Brahmin,Body Wrap,Court,Qing Dynasty,Cotton,Cotton,Plain weave,,"Green, Peacock Blue, Red",Pongal Festival,Maasai Engai sky god,Gold chain,Hot Semi-Arid,,Low,Endangered,5,4
TG-30554,Poots,Poots,India,South Asia,Kashmiri,Blouse,Accessory,Contemporary,Woolen tweed,Cotton lining,Batik wax resist,Needlepoint,,Eid,Confucian social hierarchy,Deg,Tropical Dry Savanna,Sufi mysticism and valley heritage,Not Documented,Endangered,1,8
TG-30555,Potloi,Unknown,India,South Asia,Not Documented,Shirt,Warrior,Ancient (pre-500 CE),Kouna reed,Eri Silk,Ikat,Goldwork couching,"Lotus Pink, White, Black",Wedding,Buddhist merit and dharma symbolism,Floral headpiece,Mountain Desert,Meitei religious cosmos and nature worship,Medium,Active,2,1
TG-30556,Phanek,Phanek,India,South Asia,Manipuri,Veil,Footwear,Ancient (pre-500 CE),Kouna reed,Cotton lining,Tablet weaving,Sequin applique,"Sky Blue, Lotus Pink, Black",Wedding,Maasai Engai sky god,Floral headpiece,Equatorial Rainforest,Meitei religious cosmos and nature worship,Low,Endangered,1,6
TG-30557,Innaphi,Innaphi,India,South Asia,Manipuri,Sarong,Tribal,Iron Age,Cotton,Mulberry Silk,Knotted pile,Kasuti embroidery,"Black, Lotus Pink",Daily,Maya Ixchel moon goddess,Silver bracelet,Cold Alpine,Meitei religious cosmos and nature worship,None,Active,2,7
TG-30558,Khwangvet,Khwangvet,India,South Asia,Manipuri,Apron,Religious,Ottoman Era,Eri Silk,None,Tie-dye,Not Documented,"Sky Blue, Black, White",Dance Performance,Maya Ixchel moon goddess,Floral headpiece,Hot Desert,Meitei religious cosmos and nature worship,Low,Active,9,4
TG-30559,Attush Robe,Attush Robe,Japan,East Asia,Ainu,Tunic,Headwear,,Nettle fiber,Cotton,Batik wax resist,Tibetan couching,"Rust Red, Black",Bear Festival,Andean Pachamama earth spirit,Bone necklace,Tropical Dry Savanna,Connection to Kamuy spirits and nature,Low,Endangered,3,10
TG-30560,Kemu Coat,Kemu Coat,Japan,East Asia,Ainu,Scarf,Bridal,Ancient (pre-500 CE),Elm bark fiber,Elm bark fiber,Hand spinning,Needle lace,"Indigo Blue, Rust Red, White",Daily,Maasai Engai sky god,Bone necklace,Cold Alpine,Connection to Kamuy spirits and nature,None,Extinct,5,1
TG-30561,Nitnit Headband,Nitnit Headband,Japan,East Asia,Ainu,Robe,Footwear,19th Century,Elm bark fiber,None,Resist dyeing,None,"Indigo Blue, Black, Rust Red",Spirit Ceremony,Shinto nature kami,Headband,Mountain Desert,Connection to Kamuy spirits and nature,Not Documented,Reviving,2,7
TG-30562,Tesikata Leggings,Tesikata Leggings,Japan,East Asia,Ainu,Cape,Daily,Post-Colonial Modern,Cotton,Elm bark fiber,Hand spinning,,"White, Black, Indigo Blue",Bear Festival,Animism,Bone necklace,Tropical Highland,Connection to Kamuy spirits and nature,Very High,Reviving,10,10
