id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or
facebook/bart-base,jinaai/jina-embeddings-v3,Qwen,Qwen,2023-10-20 20:14:50+00:00,transformer,2.3278849882180452,131072.0,True,False,False,apache-2.0,EleutherAI/pythia-160m,"['safetensors', 'mpnet', 'telecom', 'telecommunications', 'gsma', 'fine-tuned', 'feature-extraction', 'en', 'base_model:sentence-transformers/all-mpnet-base-v2', 'base_model:finetune:sentence-transformers/all-mpnet-base-v2', 'license:apache-2.0', 'region:us']",False
jinaai/jina-embeddings-v2-base-de,jinaai/jina-embeddings-v5-text-nano,Qwen,Mistral,2024-07-07 17:04:16+00:00,transformer,2.1809832968571112,131072.0,True,False,False,apache-2.0,sentence-transformers/distilbert-base-nli-mean-tokens,"['sentence-transformers', 'safetensors', 'qwen3', 'text-generation', 'transformers', 'sentence-similarity', 'feature-extraction', 'text-embeddings-inference', 'base_model:Qwen/Qwen3-0.6B-Base', 'base_model:finetune:Qwen/Qwen3-0.6B-Base', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
YituTech/conv-bert-base,princeton-nlp/sup-simcse-roberta-base,sonoisa,DeepSeek,2024-06-03 09:06:06+00:00,transformer,7.341267644724581,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v5-text-small,"['transformers', 'safetensors', 'hubert', 'feature-extraction', 'speech', 'audio', 'higgs-audio', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
dphn/dolphin-2.9.1-yi-1.5-34b,Qwen/Qwen2.5-0.5B-Instruct,ncbi,Llama,2024-03-07 15:45:34+00:00,transformer,7.895091828747511,131072.0,True,False,False,mit,deepseek-ai/DeepSeek-V3,"['transformers', 'pytorch', 'tf', 'jax', 'gpt2', 'text-generation', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
intfloat/multilingual-e5-large,mesolitica/llama2-embedding-1b-8k,BAAI,Qwen,2023-05-02 22:46:15+00:00,transformer,0.5,131072.0,True,False,False,gemma,Qwen/Qwen2-1.5B-Instruct,"['transformers', 'pytorch', 'bert', 'feature-extraction', 'zh', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
BAAI/bge-small-zh,allenai/specter2_base,naver,Qwen,2025-05-01 10:46:38+00:00,transformer,2.260943527363249,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Coder-Next,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'pretrained', 'mistral-common', 'en', 'license:apache-2.0', 'text-generation-inference', 'region:us']",False
unslothai/other,Qwen/Qwen3-8B,relik-ie,Qwen,2022-03-02 23:29:05+00:00,transformer,8.152045407315281,131072.0,True,False,False,cc-by-4.0,Qwen/Qwen2.5-14B-Instruct-AWQ,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-0.6B', 'base_model:finetune:Qwen/Qwen3-0.6B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
deepseek-ai/DeepSeek-R1-0528,mesolitica/llama2-embedding-1b-8k,BAAI,Qwen,2024-09-18 15:12:47+00:00,transformer,1.056360593387807,131072.0,True,False,False,mit,Xenova/bge-base-en-v1.5,"['Model Optimizer', 'safetensors', 'deepseek_v3', 'nvidia', 'ModelOpt', 'DeepSeekR1', 'quantized', 'FP4', 'text-generation', 'conversational', 'custom_code', 'base_model:deepseek-ai/DeepSeek-R1-0528', 'base_model:finetune:deepseek-ai/DeepSeek-R1-0528', 'license:mit', '8-bit', 'region:us']",False
laion/larger_clap_general,Qwen/Qwen3-Coder-30B-A3B-Instruct,QuantTrio,Phi,2026-04-03 09:29:04+00:00,transformer,8.347597953695296,131072.0,True,False,False,apache-2.0,mistralai/Mistral-7B-v0.1,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-32B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-32B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
Qwen/Qwen2.5-7B-Instruct-AWQ,datajuicer/LLaMA-1B-dj-refine-150B,cambridgeltl,Qwen,2024-09-18 15:19:20+00:00,transformer,5.7470740756876575,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v2-base-code,"['sentence-transformers', 'onnx', 'safetensors', 'xlm-roberta', 'feature-extraction', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'de', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
unslothai/vram-24,Qwen/Qwen2.5-32B-Instruct-AWQ,BAAI,Qwen,2024-09-15 12:17:40+00:00,transformer,7.60335297559795,131072.0,True,False,False,apache-2.0,ibm-research/MoLFormer-XL-both-10pct,"['transformers', 'pytorch', 'tf', 'convbert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
distilbert/distilgpt2,unslothai/vram-40,opensearch-project,Qwen,2026-04-02 16:47:30+00:00,transformer,31.443880320005636,131072.0,True,False,False,cc-by-4.0,allegro/herbert-base-cased,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
google/t5gemma-s-s-prefixlm,YituTech/conv-bert-base,mixedbread-ai,Qwen,2024-05-18 04:50:56+00:00,transformer,7.545664303386205,131072.0,True,False,False,other,Qwen/Qwen3-32B-AWQ,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
meta-llama/Llama-3.2-1B,jinaai/jina-embeddings-v2-base-de,WhereIsAI,Qwen,2026-04-03 09:29:04+00:00,transformer,6.20576474437512,131072.0,True,True,False,mit,deepseek-ai/DeepSeek-V4-Pro,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
facebook/bart-large,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,unslothai,Qwen,2025-09-23 11:35:17+00:00,transformer,1.572903546049072,131072.0,True,False,False,apache-2.0,unslothai/aws,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-72B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-72B-Instruct', 'license:other', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
sentence-transformers/distilbert-base-nli-mean-tokens,Xenova/bge-base-en-v1.5,Qwen,Qwen,2025-04-27 03:43:05+00:00,transformer,2.736554514667019,131072.0,True,False,False,other,Qwen/Qwen3-32B-AWQ,"['transformers', 'pytorch', 'safetensors', 'magi', 'feature-extraction', 'Manga', 'Object Detection', 'OCR', 'Clustering', 'Diarisation', 'custom_code', 'en', 'region:us']",False
Qwen/Qwen3-4B-Instruct-2507,GPTCache/paraphrase-albert-small-v2,intfloat,Qwen,2024-04-12 21:52:12+00:00,transformer,7.5257910985041505,131072.0,True,False,False,llama3.2,unslothai/vram-80,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:BAAI/bge-base-en-v1.5', 'base_model:quantized:BAAI/bge-base-en-v1.5', 'license:mit', 'region:us']",False
microsoft/Phi-4-mini-instruct,Qwen/Qwen3-0.6B-FP8,ibm-research,Qwen,2026-01-22 09:42:41+00:00,transformer,7.214604631848675,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Coder-Next,"['transformers', 'safetensors', 'kimi_k2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'eval-results', 'endpoints_compatible', 'fp8', 'region:us']",False
microsoft/wavlm-large,distilbert/distilgpt2,arkohut,Qwen,2026-01-06 00:15:08+00:00,transformer,0.5,131072.0,True,False,False,apache-2.0,mistralai/Mistral-7B-Instruct-v0.2,"['sentence-transformers', 'pytorch', 'safetensors', 'modernbert', 'feature-extraction', 'granite', 'embeddings', 'transformers', 'mteb', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
zai-org/GLM-5-FP8,deepseek-ai/DeepSeek-R1-0528,ibm-granite,Gemma,2026-04-02 16:47:30+00:00,transformer,6.359515474267216,131072.0,True,False,False,cc-by-nc-sa-4.0,Xenova/multilingual-e5-small,"['transformers', 'pytorch', 'tf', 'jax', 'gpt2', 'text-generation', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen3-0.6B-FP8,EleutherAI/pythia-160m,ai-forever,Qwen,2024-09-17 13:55:09+00:00,transformer,7.945103216410778,131072.0,True,False,False,mit,nlpai-lab/KURE-v1,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'license:llama3', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
unslothai/vram-40,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,meta-llama,Qwen,2024-07-07 17:01:10+00:00,transformer,32.58943190373917,131072.0,True,False,False,cc-by-4.0,microsoft/wavlm-large,"['gguf', 'qwen3_next', 'unsloth', 'qwen', 'qwen3', 'text-generation', 'base_model:Qwen/Qwen3-Coder-Next', 'base_model:quantized:Qwen/Qwen3-Coder-Next', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",False
deepseek-ai/DeepSeek-R1,BAAI/bge-small-en,meta-llama,Qwen,2024-07-07 17:04:16+00:00,transformer,6.9704890242055315,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v3,"['transformers', 'pytorch', 'bert', 'feature-extraction', 'en', 'dataset:allenai/scirepeval', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
meta-llama/Llama-3.1-8B,Qwen/Qwen3-4B,deepseek-ai,Qwen,2025-04-27 03:41:29+00:00,transformer,6.683929513071553,131072.0,True,False,False,cc-by-nc-4.0,ai-forever/ru-en-RoSBERTa,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'en', 'dataset:allenai/c4', 'license:apache-2.0', 'text-embeddings-inference', 'region:eu']",False
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-30B-A3B-Instruct-2507,BAAI,Qwen,2024-03-31 16:37:59+00:00,transformer,1.4678548567146539,131072.0,True,False,False,other,hmellor/tiny-random-LlamaForCausalLM,"['Model Optimizer', 'safetensors', 'gemma4', 'nvidia', 'ModelOpt', 'Gemma-4-31B-IT', 'lighthouse', 'quantized', 'NVFP4', 'text-generation', 'conversational', 'base_model:google/gemma-4-31B-it', 'base_model:quantized:google/gemma-4-31B-it', 'license:other', 'modelopt', 'deploy:azure', 'region:us']",False
ai-forever/FRIDA,intfloat/multilingual-e5-large,facebook,Gemma,2022-05-09 13:18:41+00:00,transformer,6.190100229029703,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V3.2,"['transformers', 'pytorch', 'tf', 'jax', 'tflite', 'rust', 'coreml', 'safetensors', 'gpt2', 'text-generation', 'exbert', 'en', 'dataset:openwebtext', 'license:apache-2.0', 'model-index', 'co2_eq_emissions', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
BAAI/bge-base-zh-v1.5,Qwen/Qwen3-14B,nvidia,Qwen,2026-01-30 15:08:18+00:00,transformer,8.445631399707285,131072.0,True,False,False,mit,ricdomolm/mini-coder-1.7b,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
Xenova/bge-base-en-v1.5,ai-forever/ru-en-RoSBERTa,kyutai,GPT,2022-03-02 23:29:05+00:00,transformer,6.031574607669503,131072.0,True,False,False,apache-2.0,Xenova/bge-base-en-v1.5,"['transformers', 'pytorch', 'tf', 'jax', 'tflite', 'rust', 'onnx', 'safetensors', 'gpt2', 'text-generation', 'exbert', 'en', 'doi:10.57967/hf/0039', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,bosonai/hubert_base,Qwen,Qwen,2023-02-13 16:01:41+00:00,transformer,7.143306081335628,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.2-1B-Instruct,"['Model Optimizer', 'safetensors', 'deepseek_v3', 'nvidia', 'ModelOpt', 'DeepSeekR1', 'quantized', 'FP4', 'text-generation', 'conversational', 'custom_code', 'base_model:deepseek-ai/DeepSeek-R1-0528', 'base_model:finetune:deepseek-ai/DeepSeek-R1-0528', 'license:mit', '8-bit', 'region:us']",False
Qwen/Qwen3-32B-AWQ,Qwen/Qwen3-1.7B,deepseek-ai,Qwen,2024-09-17 13:55:22+00:00,transformer,7.761943129529072,131072.0,True,False,False,cc-by-nc-sa-4.0,Qwen/Qwen3-Embedding-4B,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'feature-extraction', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'model-index', 'eval-results', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
nvidia/Gemma-4-26B-A4B-NVFP4,Qwen/Qwen3-Coder-30B-A3B-Instruct,ragavsachdeva,Qwen,2025-04-27 03:40:08+00:00,transformer,6.0508854780856645,131072.0,True,False,False,apache-2.0,GPTCache/paraphrase-albert-small-v2,"['transformers', 'pytorch', 'jax', 'roberta', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
nvidia/Kimi-K2.5-NVFP4,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,Qwen,Qwen,2024-07-31 11:26:21+00:00,transformer,4.139698961883839,131072.0,True,False,False,apache-2.0,BAAI/bge-large-en-v1.5,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'trl', 'conversational', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,EleutherAI/pythia-70m-deduped,Qwen,Llama,2023-07-01 15:54:53+00:00,transformer,7.709357858996636,131072.0,True,False,False,apache-2.0,relik-ie/relik-reader-deberta-v3-small-re-wikipedia,"['sentence-transformers', 'safetensors', 'roberta', 'feature-extraction', 'mteb', 'transformers', 'ru', 'en', 'base_model:ai-forever/ruRoberta-large', 'base_model:finetune:ai-forever/ruRoberta-large', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
farbodtavakkoli/OTel-Embedding-109M,Xenova/all-MiniLM-L6-v2,Qwen,Qwen,2025-12-01 02:34:49+00:00,transformer,0.5094534015830142,131072.0,True,False,False,mit,sentence-transformers/distilbert-base-nli-mean-tokens,"['sentence-transformers', 'pytorch', 'coreml', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'custom_code', 'en', 'dataset:jinaai/negation-dataset', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'region:us', 'deploy:azure']",False
h2oai/h2ovl-mississippi-2b,jinaai/jina-embeddings-v2-base-code,Qwen,Qwen,2024-09-17 13:56:47+00:00,transformer,9.169410963920695,131072.0,True,False,False,mit,moonshotai/Kimi-K2-Instruct-0905,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'feature-extraction', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'model-index', 'eval-results', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
Qwen/Qwen3-30B-A3B,unslothai/vram-16,BAAI,Qwen,2024-12-25 12:52:23+00:00,transformer,5.738016430623676,131072.0,True,False,False,apache-2.0,farbodtavakkoli/OTel-Embedding-109M,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'nemotron-3', 'latent-moe', 'mtp', 'conversational', 'custom_code', 'en', 'fr', 'es', 'it', 'de', 'ja', 'zh', 'dataset:nvidia/nemotron-post-training-v3', 'dataset:nvidia/nemotron-pre-training-datasets', 'license:other', 'endpoints_compatible', '8-bit', 'modelopt', 'region:us']",False
facebook/bart-large,intfloat/multilingual-e5-large,facebook,DeepSeek,2025-07-19 20:44:10+00:00,transformer,7.800730314384575,131072.0,True,False,False,mit,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,"['safetensors', 'llama', 'llama-3', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'base_model:meta-llama/Llama-3.2-1B-Instruct', 'base_model:quantized:meta-llama/Llama-3.2-1B-Instruct', 'license:llama3.2', 'compressed-tensors', 'region:us']",False
ntu-spml/distilhubert,jinaai/jina-clip-v2,facebook,Qwen,2026-03-30 07:20:02+00:00,transformer,6.86930777285576,131072.0,True,False,False,mit,Xenova/paraphrase-multilingual-MiniLM-L12-v2,"['transformers', 'safetensors', 'granitemoe', 'text-generation', 'license:apache-2.0', 'model-index', 'region:us']",False
Qwen/Qwen2.5-Coder-14B-Instruct,BAAI/bge-small-zh-v1.5,Qwen,Qwen,2024-09-05 11:56:46+00:00,transformer,7.583813367464418,131072.0,True,False,False,mit,mixedbread-ai/mxbai-embed-2d-large-v1,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
jinaai/jina-clip-v2,intfloat/multilingual-e5-large,dmis-lab,Qwen,2025-04-27 03:52:59+00:00,transformer,7.333766404083827,131072.0,True,False,False,apache-2.0,unslothai/vram-24,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
indobenchmark/indobert-base-p1,microsoft/Phi-4-mini-instruct,ai-forever,Qwen,2026-03-30 07:20:02+00:00,transformer,0.5,131072.0,True,False,False,apache-2.0,WhereIsAI/UAE-Large-V1,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
ncbi/MedCPT-Query-Encoder,IAMJB/RadEvalModernBERT,prefeitura-rio,Qwen,2023-08-05 08:03:22+00:00,transformer,3.1731929839909125,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-14B-Instruct-AWQ,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
prefeitura-rio/Rio-3.0-Open-Mini,Qwen/Qwen2.5-72B-Instruct,deepseek-ai,Qwen,2024-09-17 13:55:22+00:00,transformer,30.594844692211254,131072.0,True,False,False,apache-2.0,indobenchmark/indobert-base-p1,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'de', 'base_model:meta-llama/Llama-3.1-70B', 'base_model:finetune:meta-llama/Llama-3.1-70B', 'license:llama3.3', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
prefeitura-rio/Rio-3.0-Open-Mini,datajuicer/LLaMA-1B-dj-refine-150B,sonoisa,Llama,2025-10-04 05:17:19+00:00,transformer,1.4562440202090525,131072.0,True,False,False,mit,trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'nemotron-3', 'latent-moe', 'mtp', 'conversational', 'custom_code', 'en', 'fr', 'es', 'it', 'de', 'ja', 'zh', 'dataset:nvidia/nemotron-post-training-v3', 'dataset:nvidia/nemotron-pre-training-datasets', 'license:other', 'endpoints_compatible', '8-bit', 'modelopt', 'region:us']",False
h2oai/h2ovl-mississippi-2b,laion/clap-htsat-unfused,facebook,GPT,2023-09-11 15:04:22+00:00,transformer,7.225501170007387,131072.0,True,False,False,apache-2.0,mesolitica/llama2-embedding-1b-8k,"['transformers', 'safetensors', 'openelm', 'text-generation', 'custom_code', 'license:apple-amlr', 'region:us']",False
Qwen/Qwen2.5-7B,intfloat/multilingual-e5-large-instruct,Qwen,Qwen,2024-03-13 15:10:07+00:00,transformer,7.483027086913948,131072.0,True,False,False,apache-2.0,ai-forever/ru-en-RoSBERTa,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
jinaai/jina-embeddings-v5-text-nano,meta-llama/Llama-3.2-3B-Instruct,facebook,Qwen,2024-09-17 14:08:52+00:00,transformer,1.800268808469761,131072.0,True,False,False,apache-2.0,microsoft/wavlm-large,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'finetuned', 'mistral-common', 'conversational', 'license:apache-2.0', 'text-generation-inference', 'region:us', 'deploy:azure']",False
